PartitionKey,RowKey,Timestamp,aangeboden_sinds,achterom,achtertuin,aparte_toiletten,badkamers,badkamervoorzieningen,balkon,bouwjaar,bouwperiode_end,bouwperiode_start,buitenruimte_oppervlakte,cv_ketel,dakterras,energielabel,externe_bergruimte_oppervlakte,frans_balkon,garage_text,gemeente,huisnummer,inhoud,insertion_date,isolatie,kamers,kelder,keurmerken,kosten_koper,ligging,ligging_tuin,looptijd,parkeergelegenheid,patio,periodieke_bijdrage,plaats,postcode,postcode_regio,postcode_wijk,schuur_of_berging,slaapkamers,soort_bouw,soort_dak,soort_woning,specifiek,straat,toegankelijkheid,tuin_rondom,url,verdieping,verkocht,verkoopdatum,verwarming,vliering,voortuin,voorzieningen,vraagprijs,warm_water,woningtype,woonlagen,woonoppervlakte,zijtuin,zolder,zonneterras,zonneterras_breedte,zonneterras_diepte,zonneterras_oppervlakte,inpandige_ruimte_oppervlakte,achtertuin_breedte,achtertuin_diepte,achtertuin_oppervlakte,eigendomssituatie,kosten_erfpacht,perceel_oppervlakte,voortuin_breedte,voortuin_diepte,voortuin_oppervlakte,eind_datum_erfpacht,zijtuin_breedte,zijtuin_diepte,zijtuin_oppervlakte,patio_breedte,patio_diepte,patio_oppervlakte
Utrecht,3511_177_49581738,2016-10-31T08:42:03.571Z,2015-09-10T00:00:00.000Z,false,false,,1,douche en toilet,false,1599,1599,1599,19,,true,,,false,,Utrecht,177,294,2016-10-31T08:42:03.000Z,gedeeltelijk dubbel glas,2,false,,true,in centrum en aan vaarwater,ZW,9½ maand,betaald parkeren en parkeervergunningen,false,,false,3511 NE,35,3511,,1,bestaande bouw,zadeldak,bovenwoning (appartement),monumentaal pand,Oudegracht,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49581738-oudegracht-177-bis-1/,1,true,2016-06-27T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,310000,c.v.-ketel,appartement,1,75,false,false,true,4.4,4.32,19,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_177_49581744,2016-10-31T08:48:24.971Z,2015-09-10T00:00:00.000Z,false,false,1,1,douche,false,1599,1599,1599,,,false,,,false,,Utrecht,177,296,2016-10-31T08:48:25.000Z,gedeeltelijk dubbel glas,3,false,,true,in centrum en aan vaarwater,,7½ maand,betaald parkeren en parkeervergunningen,false,,false,3511 NE,35,3511,,2,bestaande bouw,,bovenwoning (appartement),monumentaal pand,Oudegracht,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49581744-oudegracht-177-bis-2/,2,true,2016-05-01T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,300000,c.v.-ketel,appartement,1,71,false,false,false,,,,17,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_178_49781684,2016-10-31T08:45:35.585Z,2016-03-28T00:00:00.000Z,false,false,1,1,ligbad,true,1992,1992,1992,4,,false,c,5,false,,Utrecht,178,295,2016-10-31T08:45:35.000Z,volledig geïsoleerd,3,false,,true,aan rustige weg,,2 maanden,betaald parkeren en parkeervergunningen,false,118,false,3511 HG,35,3511,inpandig,2,bestaande bouw,samengesteld dak,portiekflat (appartement),,Nicolaas,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49781684-nicolaas-beetsstraat-178/,2,true,2016-06-02T00:00:00.000Z,stadsverwarming,false,false,mechanische ventilatie en tv kabel,309500,centrale voorziening,appartement,1,80,false,false,false,,,,,,,,erfpacht,0,,,,,,,,,,,
Utrecht,3511_17_49482944,2016-10-31T08:43:20.463Z,2015-05-29T00:00:00.000Z,false,false,,1,douche en toilet,false,1910,1910,1910,21,,true,,,false,,Utrecht,17,317,2016-10-31T08:43:20.000Z,dakisolatie en gedeeltelijk dubbel glas,3,false,,true,aan rustige weg en in centrum,,12 maanden,betaald parkeren en parkeervergunningen,false,50,false,3511 BV,35,3511,,2,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,bovenwoning (appartement),monumentaal pand,Rozenstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49482944-rozenstraat-17-bis/,1,true,2016-06-10T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,319000,c.v.-ketel,appartement,3,101,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_17_49595199,2016-10-31T09:03:18.055Z,2015-09-14T00:00:00.000Z,false,false,,,,true,1910,1910,1910,27,,true,f,5,false,,Utrecht,17,700,2016-10-31T09:03:18.000Z,gedeeltelijk dubbel glas,6,false,,true,in centrum en vrij uitzicht,,2½ maand,openbaar parkeren en betaald parkeren,false,147,false,3511 LJ,35,3511,,4,bestaande bouw,plat dak,bovenwoning (dubbel bovenhuis),,Mariaplaats,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49595199-mariaplaats-17-b/,3,true,2015-12-09T00:00:00.000Z,c.v.-ketel,false,false,,649000,c.v.-ketel,appartement,2,188,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_17_49728112,2016-10-31T08:45:37.561Z,2016-04-30T00:00:00.000Z,false,true,1,1,ligbad en douche,false,1997,1997,1997,81,,false,c,7,false,parkeerkelder,Utrecht,17,322,2016-10-31T08:45:37.000Z,volledig geïsoleerd,4,false,,true,"aan rustige weg, in centrum en in woonwijk",ZW,2 weken,parkeergarage,false,128,false,3511 ET,35,3511,inpandig,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,benedenwoning (appartement),,Sterrenbos,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49728112-sterrenbos-17/,0,true,2016-05-19T00:00:00.000Z,stadsverwarming,false,false,"schuifpui, lift, mechanische ventilatie, buitenzonwering en tv kabel",489000,centrale voorziening,appartement,1,108,false,false,false,,,,,9.34,8.67,81,erfpacht,0,,,,,,,,,,,
Utrecht,3511_188_48077718,2016-10-31T08:42:06.075Z,2014-04-01T00:00:00.000Z,true,false,1,1,"ligbad, douche en toilet",false,1800,1800,1800,25,,true,g,30,false,,Utrecht,188,700,2016-10-31T08:42:06.000Z,,4,false,,true,"aan water, in centrum en vrij uitzicht",O,24½ maand,betaald parkeren en parkeervergunningen,false,,false,3511 NP,35,3511,inpandig,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,bovenwoning (dubbel bovenhuis),monumentaal pand en beschermd stads- of dorpsgezicht,Oudegracht,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48077718-oudegracht-188-a/,1,true,2016-04-18T00:00:00.000Z,c.v.-ketel,false,false,buitenzonwering,795000,c.v.-ketel en geiser (huur),appartement,2,210,false,false,true,5,5,25,,,,,erfpacht,11,,,,,2039-01-01T00:00:00.000Z,,,,,,
Utrecht,3511_18_49648027,2016-10-31T08:44:39.601Z,2016-04-13T00:00:00.000Z,false,false,1,1,douche en toilet,true,1898,1898,1898,28,,true,d,,false,,Utrecht,18,169,2016-10-31T08:44:39.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",4,false,,true,aan rustige weg en in woonwijk,,14 dagen,betaald parkeren en parkeervergunningen,false,100,false,3511 HL,35,3511,,2,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,bovenwoning (appartement),,Justus,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49648027-justus-van-effenstraat-18-b/,1,true,2016-04-26T00:00:00.000Z,c.v.-ketel,false,false,,240000,c.v.-ketel,appartement,2,50,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_18_49723140,2016-10-31T08:42:39.898Z,2016-05-05T00:00:00.000Z,false,false,1,1,douche en toilet,false,1905,1905,1905,12,,true,g,,false,,Utrecht,18,150,2016-10-31T08:42:40.000Z,"dakisolatie, muurisolatie en dubbel glas",3,false,,true,"aan rustige weg, in centrum, in woonwijk en beschutte ligging",,13 dagen,openbaar parkeren,false,100,false,3511 HL,35,3511,,2,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,bovenwoning (dubbel bovenhuis),,Justus,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49723140-justus-van-effenstraat-18-a/,2,true,2016-05-17T00:00:00.000Z,c.v.-ketel,false,false,dakraam,225000,c.v.-ketel,appartement,2,44,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_194_49742301,2016-10-31T08:46:51.464Z,2016-05-22T00:00:00.000Z,false,false,1,1,douche,true,1991,1991,1991,9,,false,c,4,false,parkeerkelder,Utrecht,194,263,2016-10-31T08:46:51.000Z,"dakisolatie, muurisolatie, vloerisolatie, dubbel glas, gedeeltelijk dubbel glas, voorzetramen, volledig geïsoleerd, geen spouw en eco-bouw",4,false,,true,in woonwijk,ZO,10 dagen,"openbaar parkeren, betaald parkeren, parkeergarage en parkeervergunningen",false,166,false,3511 HV,35,3511,box,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat,,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49742301-hartingstraat-194/,1,true,2016-05-31T00:00:00.000Z,stadsverwarming,false,false,mechanische ventilatie en tv kabel,309000,centrale voorziening,appartement,6,85,false,false,true,1.5,6,9,,,,,erfpacht,0,,,,,2040-01-01T00:00:00.000Z,,,,,,
Utrecht,3511_19_49640632,2016-10-31T08:50:35.999Z,2016-02-19T00:00:00.000Z,false,false,,,,true,1999,1999,1999,12,,false,g,8,false,,Utrecht,19,203,2016-10-31T08:50:36.000Z,"dakisolatie, muurisolatie en dubbel glas",2,false,,true,in centrum,,2 weken,betaald parkeren en parkeervergunningen,false,118,false,3511 KE,35,3511,aangebouwde stenen berging,1,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),beschermd stads- of dorpsgezicht,Lijnmarkt,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49640632-lijnmarkt-19-c/,2,true,2016-03-09T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie,243000,c.v.-ketel,appartement,1,61,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_19_49788563,2016-10-31T08:49:51.905Z,2016-03-25T00:00:00.000Z,false,false,2,1,"ligbad, douche en toilet",false,1925,1925,1925,35,,false,e,,false,,Utrecht,19,665,2016-10-31T08:49:52.000Z,"dakisolatie, vloerisolatie en dubbel glas",7,false,,true,"aan water, aan park, aan rustige weg en in centrum",ZW,-,betaald parkeren en parkeervergunningen,false,78,false,3511 XP,35,3511,,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,bovenwoning (appartement),,Pelmolenweg,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49788563-pelmolenweg-19/,1,true,2016-03-22T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,850000,c.v.-ketel,appartement,3,200,false,false,true,5.63,7.03,40,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_19_49811434,2016-10-31T08:31:51.957Z,2016-07-13T00:00:00.000Z,false,true,,,,false,1987,1987,1987,6,,true,d,4,false,,Utrecht,19,250,2016-10-31T08:31:52.000Z,"dakisolatie, muurisolatie en gedeeltelijk dubbel glas",4,false,,true,in woonwijk,N,2 weken,,false,,false,3511 VD,35,3511,vrijstaande stenen berging,2,bestaande bouw,zadeldak,"eengezinswoning, hoekwoning",,Andreasstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49811434-andreasstraat-19/,,true,2016-07-30T00:00:00.000Z,c.v.-ketel,false,false,,315000,c.v.-ketel,huis,3,83,false,false,false,,,,,5.2,6,31,erfpacht,0,71,,,,,,,,,,
Utrecht,3511_203_49676040,2016-10-31T09:03:26.834Z,2015-11-30T00:00:00.000Z,false,false,,,,true,1897,1897,1897,2,,false,g,,false,,Utrecht,203,177,2016-10-31T09:03:27.000Z,muurisolatie,2,false,,true,"aan water, in centrum en vrij uitzicht",,3 weken,,false,,false,3511 NH,35,3511,,1,bestaande bouw,,bovenwoning,monumentaal pand,Oudegracht,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49676040-oudegracht-203-1/,2,true,2015-12-24T00:00:00.000Z,stadsverwarming,false,false,,250000,,appartement,4,46,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_207_49519225,2016-10-31T09:07:30.027Z,2015-10-03T00:00:00.000Z,false,false,,1,ligbad en douche,false,1400,1400,1400,33,,true,g,,false,,Utrecht,207,469,2016-10-31T09:07:30.000Z,dubbel glas,5,false,,true,in centrum,,3 weken,betaald parkeren,false,,false,3511 NH,35,3511,,4,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,bovenwoning (appartement),monumentaal pand,Oudegracht,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49519225-oudegracht-207-c/,3,true,2015-10-25T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,549000,c.v.-ketel,appartement,3,146,false,false,true,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_208_49786443,2016-10-31T08:50:32.234Z,2016-03-23T00:00:00.000Z,false,false,1,2,"ligbad, 2 douches en toilet",false,1890,1890,1890,18,,true,a,,false,,Utrecht,208,515,2016-10-31T08:50:32.000Z,dubbel glas,7,false,,true,"aan rustige weg, in centrum, in woonwijk en vrij uitzicht",,4 weken,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,321,false,3511 HG,35,3511,inpandig,4,bestaande bouw,samengesteld dak bedekt met leisteen,maisonnette (appartement),,Nicolaas,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49786443-nicolaas-beetsstraat-208/,3,true,2016-04-21T00:00:00.000Z,stadsverwarming,false,false,"dakraam, schuifpui, lift, mechanische ventilatie en buitenzonwering",500000,elektrische boiler,appartement,2,177,false,false,false,,,,,,,,erfpacht,,,,,,,,,,,,
Utrecht,3511_20_49536907,2016-10-31T09:03:58.347Z,2015-10-17T00:00:00.000Z,false,false,1,1,douche,false,1992,1992,1992,4,,false,b,,false,,Utrecht,20,190,2016-10-31T09:03:58.000Z,volledig geïsoleerd,3,false,,true,"aan rustige weg, in woonwijk en vrij uitzicht",,8 weken,,false,103,false,3511 MZ,35,3511,box,2,bestaande bouw,,portiekflat (appartement),,Carry,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49536907-carry-van-bruggenstraat-20/,3,true,2015-12-13T00:00:00.000Z,stadsverwarming,false,false,mechanische ventilatie en lift,225000,centrale voorziening,appartement,1,65,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_217_49782934,2016-10-31T08:50:00.144Z,2016-03-27T00:00:00.000Z,false,true,,,,false,1991,1991,1991,,,false,c,5,false,,Utrecht,217,225,2016-10-31T08:50:00.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",3,false,,true,in woonwijk,O,2 weken,betaald parkeren en parkeervergunningen,false,119,false,3511 MC,35,3511,inpandig,2,bestaande bouw,plat dak,benedenwoning (appartement),,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49782934-arthur-van-schendelstraat-217/,0,true,2016-04-15T00:00:00.000Z,stadsverwarming,false,false,"schuifpui, lift en mechanische ventilatie",275000,centrale voorziening,appartement,1,77,false,false,false,,,,,5,4,20,erfpacht,11,,,,,,,,,,,
Utrecht,3511_21_48042157,2016-10-31T08:43:49.656Z,2014-06-19T00:00:00.000Z,true,true,,1,douche en toilet,false,1906,1906,1906,,,false,g,5,false,,Utrecht,21,75,2016-10-31T08:43:49.000Z,geen isolatie,1,false,,true,in centrum,NW,23½ maand,betaald parkeren,false,,false,3511 NA,35,3511,vrijstaande stenen berging,1,bestaande bouw,,benedenwoning (appartement),,Haverstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48042157-haverstraat-21/,0,true,2016-06-07T00:00:00.000Z,stadsverwarming,false,false,tv kabel,135000,elektrische boiler (huur),appartement,1,26,false,false,false,,,,,4.95,2.15,11,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_21_48305029,2016-10-31T09:06:17.069Z,2015-03-08T00:00:00.000Z,true,true,1,1,douche en toilet,false,1906,1906,1906,,,false,,,false,,Utrecht,21,355,2016-10-31T09:06:17.000Z,dubbel glas,3,false,,true,in centrum,N,6½ maand,parkeervergunningen,false,50,false,3511 RR,35,3511,,2,bestaande bouw,samengesteld dak bedekt met dakpannen,benedenwoning (bel-etage),,Bergstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48305029-bergstraat-21/,0,true,2015-10-01T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie,275000,c.v.-ketel,appartement,2,104,false,false,false,,,,,5.48,3.18,15,erfpacht,0,,,,,,,,,,,
Utrecht,3511_21_49624607,2016-10-31T08:49:52.924Z,2016-01-30T00:00:00.000Z,false,false,,,,false,1935,1935,1935,19,,false,,,false,,Utrecht,21,322,2016-10-31T08:49:53.000Z,dubbel glas,3,false,,true,aan rustige weg en in centrum,,7 weken,betaald parkeren,false,,false,3511 BW,35,3511,,2,bestaande bouw,zadeldak bedekt met dakpannen,bovenwoning (appartement),,Waterstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49624607-waterstraat-21-bis-a/,2,true,2016-03-23T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,295000,c.v.-ketel,appartement,2,85,false,false,false,,,,1,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_21_49810912,2016-10-31T08:33:40.139Z,2016-07-12T00:00:00.000Z,false,false,1,1,douche,false,1980,1980,1980,,,false,c,7,false,,Utrecht,21,295,2016-10-31T08:33:40.000Z,"dakisolatie, muurisolatie en gedeeltelijk dubbel glas",4,false,,true,in centrum,Z,4 weken,"betaald parkeren, parkeergarage en parkeervergunningen",false,,true,3511 LW,35,3511,box,3,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Visscherssteeg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49810912-visscherssteeg-21/,,true,2016-08-10T00:00:00.000Z,stadsverwarming,false,false,,299000,elektrische boiler (huur),huis,3,94,false,false,false,,,,,,,,erfpacht,0,50,,,,,,,,,,
Utrecht,3511_225_48340963,2016-10-31T08:37:26.522Z,2015-04-18T00:00:00.000Z,false,false,1,1,douche en toilet,true,1906,1906,1906,,,true,c,,false,,Utrecht,225,380,2016-10-31T08:37:26.000Z,,4,false,,true,"aan water, in centrum en vrij uitzicht",,14½ maand,openbaar parkeren en parkeervergunningen,false,112,false,3511 NJ,35,3511,,3,bestaande bouw,zadeldak bedekt met dakpannen,bovenwoning,,Oudegracht,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48340963-oudegracht-225-c/,2,true,2016-07-04T00:00:00.000Z,c.v.-ketel,false,false,,400000,c.v.-ketel,appartement,3,130,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3511_225_49968160,2016-10-31T08:29:26.166Z,2016-08-26T00:00:00.000Z,false,false,,,,false,1906,1906,1906,5,,false,c,,false,,Utrecht,225,245,2016-10-31T08:29:26.000Z,gedeeltelijk dubbel glas,3,false,,true,"in centrum, vrij uitzicht en aan water",,4 weken,,false,75,false,3511 NJ,35,3511,,2,bestaande bouw,schilddak,galerijflat (appartement),,Oudegracht,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49968160-oudegracht-225-b/,1,true,2016-09-28T00:00:00.000Z,c.v.-ketel en open haard,false,false,mechanische ventilatie,400000,c.v.-ketel,appartement,1,93,false,false,true,1,1,1,,,,,,,,,,,,,,,,,
Utrecht,3511_228_49747129,2016-10-31T08:34:23.045Z,2016-05-23T00:00:00.000Z,false,false,1,1,douche,true,1997,1997,1997,10,,false,b,,false,,Utrecht,228,264,2016-10-31T08:34:23.000Z,dubbel glas,2,false,,true,"aan rustige weg, in centrum, in woonwijk en vrij uitzicht",,3 weken,betaald parkeren en parkeervergunningen,false,140,false,3511 HV,35,3511,box,1,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,galerijflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49747129-hartingstraat-228/,1,true,2016-06-16T00:00:00.000Z,stadsverwarming,false,false,tv kabel,240000,centrale voorziening,appartement,1,77,false,false,false,,,,,,,,erfpacht,,,,,,,,,,,,
Utrecht,3511_22_49440846,2016-10-31T09:06:17.353Z,2015-07-20T00:00:00.000Z,false,false,1,1,"ligbad, douche en toilet",true,1900,1900,1900,4,,false,f,1,false,,Utrecht,22,525,2016-10-31T09:06:17.000Z,"dakisolatie, muurisolatie en dubbel glas",5,false,,true,in centrum,Z,3½ maand,parkeervergunningen,true,,true,3511 PX,35,3511,aangebouwde stenen berging,4,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",beschermd stads- of dorpsgezicht,Lange,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49440846-lange-smeestraat-22/,,true,2015-11-08T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie,450000,c.v.-ketel,huis,3,112,false,false,false,,,,1,,,,volle eigendom,0,63,,,,,,,,,,
Utrecht,3511_22_49705368,2016-10-31T08:50:08.713Z,2016-04-11T00:00:00.000Z,false,false,1,1,ligbad,true,1989,1989,1989,4,,false,c,6,false,,Utrecht,22,202,2016-10-31T08:50:08.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",3,false,,true,aan rustige weg en in centrum,,9 dagen,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,76,false,3511 RC,35,3511,inpandig,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Kroonstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49705368-kroonstraat-22/,2,true,2016-04-19T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie,225000,c.v.-ketel,appartement,4,67,false,false,false,,,,1,,,,erfpacht,0,,,,,2039-10-25T00:00:00.000Z,,,,,,
Utrecht,3511_236_49770256,2016-10-31T08:49:16.749Z,2016-03-19T00:00:00.000Z,false,false,1,2,ligbad en douche,false,1996,1996,1996,5,,false,c,7,false,"niet aanwezig, wel mogelijk",Utrecht,236,286,2016-10-31T08:49:17.000Z,dubbel glas,3,false,,true,"aan rustige weg, in centrum en in woonwijk",ZW,3 weken,betaald parkeren,false,157,false,3511 HV,35,3511,box,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,galerijflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49770256-hartingstraat-236/,1,true,2016-04-12T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",325000,centrale voorziening,appartement,1,94,false,false,true,1.8,3,5,,,,,erfpacht,,,,,,,,,,,,
Utrecht,3511_23_49642538,2016-10-31T08:56:34.694Z,2016-02-18T00:00:00.000Z,false,false,1,1,douche,true,1935,1935,1935,5,,false,g,3,false,,Utrecht,23,210,2016-10-31T08:56:34.000Z,,3,false,,true,vrij uitzicht en aan vaarwater,,2 weken,openbaar parkeren,false,,false,3511 HB,35,3511,inpandig,2,bestaande bouw,plat dak,bovenwoning (appartement),,Westerkade,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49642538-westerkade-23-b/,3,true,2016-03-04T00:00:00.000Z,c.v.-ketel,false,false,,259000,c.v.-ketel,appartement,1,72,false,false,false,,,,,,,,,,,,,,,,,,,,
