voortuin_diepte,inpandige_ruimte_oppervlakte,kamers_text,achtertuin_diepte,postcode,soort_huis,woningtype,voortuin_text,title,eind_datum_erfpacht,cv_ketel,bouwjaar,voorzieningen,aangeboden_sinds,huisnummer,soort_woning,insertion_date,eigendomssituatie_text,ligging_tuin_text,achterom,bouwperiode_text,periodieke_bijdrage_text,badkamervoorzieningen,gelegen_op_text,zonneterras,inpandige_ruimte_text,funda_id,straat,service_kosten_text,keurmerken,patio_diepte,voortuin_oppervlakte,zonneterras_diepte,soort_bouw,zijtuin,zijtuin_oppervlakte,soort_appartement,schuur_of_berging,periodieke_bijdrage,parkeergelegenheid,vliering,balkon_of_dakterras,specifiek,vraagprijs,woonoppervlakte_text,verkoopdatum,zonneterras_text,looptijd,zonneterras_oppervlakte,externe_bergruimte_oppervlakte,inhoud,garage_capaciteit_text,externe_bergruimte_text,bouwperiode_end,garage_capaciteit,isolatie,aangeboden_sinds_text,achtertuin,page_nr,eigendomssituatie,voortuin_breedte,verdieping,zolder,vve_bijdrage_text,buitenruimte_oppervlakte,zonneterras_breedte,voortuin,balkon,aparte_toiletten,verkocht,warm_water,verwarming,kelder,tuin_text,woonoppervlakte,ligging_tuin,tuin_rondom,zijtuin_text,frans_balkon,patio_text,gemeente,dakterras,kamers,achtertuin_oppervlakte,ligging,url,slaapkamers,postcode_regio,perceel_oppervlakte_text,badkamers,garage_text,bouwjaar_text,zijtuin_diepte,id,vraagprijs_text,woonlagen_text,patio_oppervlakte,toegankelijkheid,perceel_oppervlakte,inhoud_text,buitenruimte_text,lasten_text,kosten_koper,badkamers_text,plaats,status,zijtuin_breedte,bouwperiode_start,aanvaarding,verkoopdatum_text,patio_breedte,kosten_erfpacht,achtertuin_text,woonlagen,energielabel_text,achtertuin_breedte,soort_dak,postcode_wijk,energielabel,patio
,,3 kamers (2 slaapkamers),6.0,1058 XE,,appartement,,Verkocht: Bonairestraat 77 hs 1058 XE Amsterdam [funda],,,1930,tv kabel,2016-06-16 00:00:00,77,benedenwoning (appartement),2016-09-12 12:05:28.440000,volle eigendom  volle eigendom,gelegen op het zuidwesten,False,,,douche en toilet,begane grond,False,,49882026,Bonairestraat,,,,,,bestaande bouw,False,,benedenwoning (appartement),vrijstaande houten berging,93.0,betaald parkeren en parkeervergunningen,False,,,435000.0,79 m²,2016-07-15 00:00:00,,4 weken,,4.0,209.0,,4 m²,1930,,dubbel glas,16-6-2016,True,23,volle eigendom,,0,False,€ 93 per maand,60.0,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,79.0,ZW,False,,False,,Amsterdam,False,3,60.0,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49882026-bonairestraat-77-hs/,2,10,,1,,1930,,1058_77_49882026,€ 435.000,1 woonlaag,,,,209 m³,60 m²,,True,1 badkamer,False,verkocht,,1930,,15-7-2016,,0,60 m² (6m diep en 10m breed),1,d,10.0,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,1058,d,False
,1.0,3 kamers (2 slaapkamers),,1073 GJ,,appartement,,Verkocht: Rustenburgerstraat 144 A14 1073 GJ Amsterdam [funda],,,2005,lift en mechanische ventilatie,2016-06-30 00:00:00,144,bovenwoning (appartement),2016-09-12 12:05:28.456000,volle eigendom  volle eigendom,,False,,,douche en toilet,4e woonlaag,False,1 m²,49807660,Rustenburgerstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),,69.0,"betaald parkeren, parkeergarage en parkeervergunningen",False,,,315000.0,52 m²,2016-08-04 00:00:00,,5 weken,,4.0,163.0,,4 m²,2005,,"muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",30-6-2016,False,23,volle eigendom,,4,False,€ 69 per maand,,,False,False,1,True,c.v.-ketel,c.v.-ketel,False,,52.0,,False,,False,,Amsterdam,False,3,,aan rustige weg,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49807660-rustenburgerstraat-144-a14/,2,10,,1,,2005,,1073_144_49807660,€ 315.000,1 woonlaag,,,,163 m³,,,True,1 badkamer en 1 apart toilet,False,verkocht,,2005,,4-8-2016,,0,,1,b,,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,1073,b,False
,,,,1076 AS,,appartement,,Verkocht: Parnassusweg 34 III 1076 AS Amsterdam [funda],,,,,,34,,2016-09-12 12:05:28.581000,,,False,,,,,False,,85197756,Parnassusweg,,,,,,,False,,,,,,False,,,799000.0,,,,,,,,,,,,,,False,23,,,,False,,,,False,False,,True,,,False,,,,False,,False,,Amsterdam,False,,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85197756-parnassusweg-34-iii/,,10,,,,,,1076_34_85197756,€ 799.000,,,,,,,,True,,False,,,,,,,,,,,,,1076,,False
,1.0,3 kamers (2 slaapkamers),,1073 CR,,appartement,,Verkocht: Sarphatipark 45 II 1073 CR Amsterdam [funda],,,1887,"mechanische ventilatie, tv kabel en rookkanaal",2016-07-30 00:00:00,45,bovenwoning (appartement),2016-09-12 12:05:28.634000,volle eigendom,,False,,,,2e woonlaag,False,1 m²,85202172,Sarphatipark,,,,,,bestaande bouw,False,,bovenwoning (appartement),,50.0,,False,balkon aanwezig en frans balkon aanwezig,,450000.0,68 m²,2016-08-21 00:00:00,,3 weken,,,263.0,,,1887,,volledig geïsoleerd en dubbel glas,30-7-2016,False,23,volle eigendom,,2,False,€ 50 per maand,7.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,68.0,,False,,True,,Amsterdam,False,3,,aan park,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85202172-sarphatipark-45-ii/,2,10,,,,1887,,1073_45_85202172,€ 450.000,1 woonlaag,,,,263 m³,7 m²,,True,,False,verkocht,,1887,,21-8-2016,,0,,1,"f 2,61",,zadeldak bedekt met bitumineuze dakbedekking,1073,f,False
,28.0,10 kamers (6 slaapkamers),,1017 CJ,"grachtenpand, tussenwoning",huis,,Verkocht: Herengracht 594 1017 CJ Amsterdam [funda],,,1906,"alarminstallatie, dakraam, mechanische ventilatie, rookkanaal en tv kabel",2016-05-04 00:00:00,594,"grachtenpand, tussenwoning",2016-09-12 12:05:28.858000,volle eigendom  volle eigendom,,False,,,"2 ligbaden, 3 douches en 3 toiletten",,False,28 m²,49723491,Herengracht,,,,,,bestaande bouw,False,,,,,parkeervergunningen,False,dakterras aanwezig,"monumentaal pand, monument en beschermd stads- of dorpsgezicht",2895000.0,370 m²,2016-08-01 00:00:00,,2½ maand,,,1100.0,,,1906,,dakisolatie en voorzetramen,4-5-2016,False,23,volle eigendom,,,False,,14.0,,False,False,1,True,c.v.-ketel,"c.v.-ketel, gaskachels en open haard",True,patio/atrium,370.0,,False,,False,,Amsterdam,True,10,,"aan rustige weg, in centrum, vrij uitzicht en aan vaarwater",http://www.funda.nl/koop/verkocht/amsterdam/huis-49723491-herengracht-594/,6,10,118 m²,3,,voor 1906,,1017_594_49723491,€ 2.895.000,5 woonlagen en een kelder,,,118.0,1.100 m³,14 m²,,True,3 badkamers en 1 apart toilet,False,verkocht,,1906,,1-8-2016,,0,,5,,,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,1017,,True
,,2 kamers (1 slaapkamer),,1012 GR,,appartement,,Verkocht: Heintje Hoekssteeg 13 1012 GR Amsterdam [funda],,,1990,,2016-07-19 00:00:00,13,benedenwoning (appartement),2016-09-12 12:05:29.216000,volle eigendom,,False,,,,begane grond,False,,85280786,Heintje,,,,,,bestaande bouw,False,,benedenwoning (appartement),,30.0,,False,,beschermd stads- of dorpsgezicht,289000.0,55 m²,2016-08-25 00:00:00,,5 weken,,,132.0,,,1990,,dubbel glas,19-7-2016,True,23,volle eigendom,,0,False,€ 30 per maand,,,False,False,,True,,c.v.-ketel en vloerverwarming geheel,False,achtertuin,55.0,,False,,False,,Amsterdam,False,2,,aan rustige weg,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85280786-heintje-hoekssteeg-13/,1,10,,,,1990,,1012_13_85280786,€ 289.000,1 woonlaag,,,,132 m³,,,True,,False,verkocht,,1990,,25-8-2016,,0,,1,c,,,1012,c,False
,,3 kamers (2 slaapkamers),,1078 XH,,appartement,,Verkocht: Zoomstraat 37 -II 1078 XH Amsterdam [funda],2054-09-30 00:00:00,,1930,,2016-07-12 00:00:00,37,bovenwoning (appartement),2016-09-12 12:05:29.584000,erfpacht (á € 397 per jaar tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  30-09-2054),,False,,,ligbad en 2 douches,,False,,49810053,Zoomstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),,,openbaar parkeren,False,dakterras aanwezig,,515000.0,80 m²,2016-07-11 00:00:00,,-,,,240.0,,,1930,,volledig geïsoleerd,12-7-2016,False,23,erfpacht,,,False,,15.0,,False,False,1,True,c.v.-ketel,c.v.-ketel en gashaard,False,,80.0,,False,,False,,Amsterdam,True,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49810053-zoomstraat-37-ii/,2,10,,2,,1930,,1078_37_49810053,€ 515.000,1 woonlaag,,,,240 m³,15 m²,€ 397 per jaar met optie tot afkopen,True,2 badkamers en 1 apart toilet,False,verkocht,,1930,,11-7-2016,,397,,1,,,,1078,,False
,,3 kamers (2 slaapkamers),,1078 XH,,appartement,,Verkocht: Zoomstraat 37 -I 1078 XH Amsterdam [funda],2054-09-30 00:00:00,,1930,,2016-07-12 00:00:00,37,bovenwoning (appartement),2016-09-12 12:05:29.632000,erfpacht (á € 382 per jaar tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  30-09-2054),,False,,,ligbad en 2 douches,,False,,49810042,Zoomstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),,,openbaar parkeren,False,dakterras aanwezig,,525000.0,80 m²,2016-07-11 00:00:00,,-,,,240.0,,,1930,,volledig geïsoleerd,12-7-2016,False,23,erfpacht,,,False,,15.0,,False,False,1,True,c.v.-ketel,c.v.-ketel en gashaard,False,,80.0,,False,,False,,Amsterdam,True,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49810042-zoomstraat-37-i/,2,10,,2,,1930,,1078_37_49810042,€ 525.000,1 woonlaag,,,,240 m³,15 m²,€ 382 per jaar met optie tot afkopen,True,2 badkamers en 1 apart toilet,False,verkocht,,1930,,11-7-2016,,382,,1,,,,1078,,False
,1.0,11 kamers (6 slaapkamers),,1016 CL,"grachtenpand, tussenwoning",huis,,Verkocht: Leidsegracht 28 1016 CL Amsterdam [funda],,,1906,,2016-03-10 00:00:00,28,"grachtenpand, tussenwoning",2016-09-12 12:05:29.731000,volle eigendom  volle eigendom,,False,,,"2 ligbaden, douche en 3 toiletten",,True,1 m²,49763861,Leidsegracht,,,,,6.3,bestaande bouw,False,,,,,,False,dakterras aanwezig,monumentaal pand en monument,2000000.0,276 m²,2016-04-04 00:00:00,"19 m² (6,3m diep en 3,05m breed)",3 weken,19.0,,1067.0,,,1906,,,10-3-2016,False,21,volle eigendom,,,False,,19.0,3.05,False,False,2,True,c.v.-ketel,c.v.-ketel en open haard,False,patio/atrium en zonneterras,276.0,,False,,False,,Amsterdam,True,11,,"aan rustige weg, in centrum en aan vaarwater",http://www.funda.nl/koop/verkocht/amsterdam/huis-49763861-leidsegracht-28/,6,10,81 m²,3,,voor 1906,,1016_28_49763861,€ 2.000.000,7 woonlagen,,,81.0,1.067 m³,19 m²,,True,3 badkamers en 2 aparte toiletten,False,verkocht,,1906,,4-4-2016,,0,,7,,,,1016,,True
,,2 kamers (1 slaapkamer),,1053 NM,,appartement,,Verkocht: Jacob van Lennepkade 388 -1 1053 NM Amsterdam [funda],,,1905,tv kabel,2016-07-07 00:00:00,388,tussenverdieping (appartement),2016-09-12 12:05:29.749000,volle eigendom  volle eigendom,,False,,,douche,2e woonlaag,False,,49816462,Jacob,,,,,,bestaande bouw,False,,tussenverdieping (appartement),,,parkeervergunningen,False,balkon aanwezig,,265000.0,41 m²,2016-07-20 00:00:00,,14 dagen,,,126.0,,,1905,,dubbel glas,7-7-2016,False,23,volle eigendom,,2,False,,4.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,41.0,,False,,False,,Amsterdam,False,2,,aan vaarwater en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49816462-jacob-van-lennepkade-388-1/,1,10,,1,,1905,,1053_388_49816462,€ 265.000,1 woonlaag,,,,126 m³,4 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1905,,20-7-2016,,0,,1,g,,,1053,g,False
,,4 kamers (2 slaapkamers),23.0,1081 JR,"eengezinswoning, tussenwoning",huis,,Verkocht: Amstelveenseweg 964 1081 JR Amsterdam [funda],,,1912,tv kabel en schuifpui,2016-04-02 00:00:00,964,"eengezinswoning, tussenwoning",2016-09-12 12:05:29.797000,volle eigendom  volle eigendom  volle eigendom,gelegen op het westen,False,,,"ligbad, douche en toilet",,False,,49790929,Amstelveenseweg,,,,,,bestaande bouw,False,,,vrijstaande houten berging,,parkeervergunningen,False,,,475000.0,74 m²,2016-06-07 00:00:00,,2 maanden,,9.0,207.0,,9 m²,1912,,volledig geïsoleerd,2-4-2016,True,21,volle eigendom,,,False,,,,False,False,1,True,c.v.-ketel,c.v.-ketel en vloerverwarming gedeeltelijk,True,achtertuin,74.0,W,False,,False,,Amsterdam,False,4,92.0,"aan vaarwater, aan water en in bosrijke omgeving",http://www.funda.nl/koop/verkocht/amsterdam/huis-49790929-amstelveenseweg-964/,2,10,136 m²,1,,1912,,1081_964_49790929,€ 475.000,2 woonlagen en een kelder,,,136.0,207 m³,,,True,1 badkamer en 1 apart toilet,False,verkocht,,1912,,7-6-2016,,0,92 m² (23m diep en 4m breed),2,c,4.0,plat dak bedekt met bitumineuze dakbedekking,1081,c,False
,,5 kamers (3 slaapkamers),,1058 EL,,appartement,,Verkocht: Nachtwachtlaan 315 1058 EL Amsterdam [funda],2094-09-15 00:00:00,,1974,lift,2016-06-13 00:00:00,315,portiekflat (appartement),2016-09-12 12:05:29.820000,erfpacht (tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  15-09-2094),,False,,,douche,14e woonlaag,False,,49888429,Nachtwachtlaan,,,,,,bestaande bouw,False,,portiekflat (appartement),inpandig,211.0,,False,balkon aanwezig,,335000.0,122 m²,2016-08-09 00:00:00,,8 weken,,,250.0,,,1974,,,13-6-2016,False,21,erfpacht,,14,False,€ 211 per maand,5.0,,False,True,1,True,centrale voorziening,stadsverwarming,False,,122.0,,False,,False,,Amsterdam,False,5,,vrij uitzicht,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49888429-nachtwachtlaan-315/,3,10,,1,parkeerkelder,1974,,1058_315_49888429,€ 335.000,16 woonlagen,,,,250 m³,5 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1974,,9-8-2016,,0,,16,e,,,1058,e,False
,,3 kamers (2 slaapkamers),,1103 LL,,appartement,,Verkocht: Groenhoven 423 1103 LL Amsterdam [funda],,,1974,"schuifpui, lift en tv kabel",2016-07-30 00:00:00,423,bovenwoning (appartement),2016-09-12 12:05:30.132000,erfpacht (á € 559 per jaar)  gemeentelijke erfpacht,,False,,,"ligbad, douche en toilet",3e woonlaag,False,,49848825,Groenhoven,,,,,,bestaande bouw,False,,bovenwoning (appartement),,180.0,openbaar parkeren,False,balkon aanwezig,,105000.0,52 m²,2016-08-12 00:00:00,,14 dagen,,,125.0,,,1974,,,30-7-2016,False,21,erfpacht,,3,False,€ 180 per maand,6.0,,False,True,,True,centrale voorziening,blokverwarming,False,,52.0,,False,,False,,Amsterdam,False,3,,"aan park, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49848825-groenhoven-423/,2,11,,1,,1974,,1103_423_49848825,€ 105.000,9 woonlagen,,,,125 m³,6 m²,"€ 559,78 per jaar",True,1 badkamer,False,verkocht,,1974,,12-8-2016,,559,,9,b,,plat dak bedekt met bitumineuze dakbedekking,1103,b,False
,,5 kamers (4 slaapkamers),,1097 VD,,appartement,,Verkocht: Middenweg 510 1097 VD Amsterdam [funda],2054-11-15 00:00:00,,1925,"dakraam, mechanische ventilatie en tv kabel",2016-08-11 00:00:00,510,bovenwoning (dubbel bovenhuis),2016-09-12 12:05:30.272000,erfpacht (afgekocht tot 15-11-2054 tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  15-11-2054),,False,,,douche en toilet,1e woonlaag,False,,49956283,Middenweg,,,,,,bestaande bouw,False,,bovenwoning (dubbel bovenhuis),vrijstaande stenen berging,123.0,"openbaar parkeren, betaald parkeren en parkeervergunningen",False,balkon aanwezig,,375000.0,100 m²,2016-08-26 00:00:00,,2 weken,,4.0,265.0,,4 m²,1925,,voorzetramen,11-8-2016,False,21,erfpacht,,1,False,€ 123 per maand,6.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,100.0,,False,,False,,Amsterdam,False,5,,"aan park, aan rustige weg en in woonwijk",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49956283-middenweg-510/,4,10,,1,,1925,,1097_510_49956283,€ 375.000,3 woonlagen,,,,265 m³,6 m²,afgekocht tot 15-11-2054,True,1 badkamer en 1 apart toilet,False,verkocht,,1925,,26-8-2016,,0,,3,"f 2,85",,schilddak bedekt met dakpannen,1097,f,False
,,2 kamers (1 slaapkamer),,1102 WZ,,appartement,,Verkocht: Dalsteindreef 312 1102 WZ Amsterdam [funda],2035-01-31 00:00:00,,1984,mechanische ventilatie en tv kabel,2016-06-14 00:00:00,312,portiekflat (appartement),2016-09-12 12:05:30.355000,erfpacht (tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  31-01-2035),,False,,,douche en toilet,4e woonlaag,False,,49889772,Dalsteindreef,,,,,,bestaande bouw,False,,portiekflat (appartement),box,,openbaar parkeren,False,balkon aanwezig,,87500.0,29 m²,2016-07-29 00:00:00,,6 weken,,2.0,73.0,,2 m²,1984,,volledig geïsoleerd,14-6-2016,False,21,erfpacht,,4,False,,3.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,29.0,,False,,False,,Amsterdam,False,2,,"in woonwijk, vrij uitzicht en beschutte ligging",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49889772-dalsteindreef-312/,1,11,,1,,1984,,1102_312_49889772,€ 87.500,1 woonlaag,,,,73 m³,3 m²,,True,1 badkamer,False,verkocht,,1984,,29-7-2016,,0,,1,"c 1,35",,,1102,c,False
,,3 kamers (2 slaapkamers),,1053 PZ,,appartement,,Verkocht: Borgerstraat 128 C 1053 PZ Amsterdam [funda],2038-10-15 00:00:00,,1988,tv kabel,2016-07-13 00:00:00,128,bovenwoning (appartement),2016-09-12 12:05:30.409000,erfpacht (tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  15-10-2038),,False,,,douche,3e woonlaag,False,,49803443,Borgerstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,,"openbaar parkeren, betaald parkeren en parkeervergunningen",False,balkon aanwezig,,300000.0,67 m²,2016-07-21 00:00:00,,9 dagen,,4.0,168.0,,4 m²,1988,,vloerisolatie en dubbel glas,13-7-2016,False,21,erfpacht,,3,False,,4.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,67.0,,False,,False,,Amsterdam,False,3,,aan rustige weg,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49803443-borgerstraat-128-c/,2,10,,1,,1988,,1053_128_49803443,€ 300.000,1 woonlaag,,,,168 m³,4 m²,,True,1 badkamer,False,verkocht,,1988,,21-7-2016,,0,,1,"b 1,28",,,1053,b,False
,,4 kamers (3 slaapkamers),,1035 KS,,appartement,,Verkocht: Zoutberg 10 1035 KS Amsterdam [funda],2043-03-16 00:00:00,,1994,tv kabel,2016-06-25 00:00:00,10,bovenwoning (appartement),2016-09-12 12:05:30.450000,eigendom belast met erfpacht (afgekocht tot 16-3-2043 met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht,,False,,,ligbad en douche,1e woonlaag,False,,49893428,Zoutberg,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,75.0,openbaar parkeren,False,balkon aanwezig,,225000.0,82 m²,2016-07-19 00:00:00,,3 weken,,4.0,252.0,,4 m²,1994,,volledig geïsoleerd,25-6-2016,False,21,erfpacht,,1,False,€ 75 per maand,6.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,82.0,,False,,False,,Amsterdam,False,4,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49893428-zoutberg-10/,3,10,,1,,1994,,1035_10_49893428,€ 225.000,3 woonlagen,,,,252 m³,6 m²,afgekocht tot 16-03-2043,True,1 badkamer en 1 apart toilet,False,verkocht,,1994,,19-7-2016,,0,,3,c,,plat dak bedekt met bitumineuze dakbedekking,1035,c,False
,,2 kamers (1 slaapkamer),,1094 XM,,appartement,,Verkocht: Riouwstraat 107 E 1094 XM Amsterdam [funda],2059-07-31 00:00:00,,1987,mechanische ventilatie en tv kabel,2016-07-15 00:00:00,107,portiekwoning (appartement),2016-09-12 12:05:30.487000,erfpacht (tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  31-07-2059),,False,,,douche en toilet,4e woonlaag,False,,49817469,Riouwstraat,,,,,,bestaande bouw,False,,portiekwoning (appartement),box,,"openbaar parkeren, betaald parkeren en parkeervergunningen",False,,,150000.0,37 m²,2016-07-28 00:00:00,,14 dagen,,4.0,93.0,,4 m²,1987,,dubbel glas,15-7-2016,False,21,erfpacht,,4,False,,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,,37.0,,False,,False,,Amsterdam,False,2,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49817469-riouwstraat-107-e/,1,10,,1,,1987,,1094_107_49817469,€ 150.000,1 woonlaag,,,,93 m³,,,True,1 badkamer,False,verkocht,,1987,,28-7-2016,,0,,1,"b 1,17",,,1094,b,False
,,3 kamers (2 slaapkamers),,1094 HA,,appartement,,Verkocht: Javastraat 59 E 1094 HA Amsterdam [funda],,,1902,mechanische ventilatie en tv kabel,2016-07-16 00:00:00,59,bovenwoning (appartement),2016-09-12 12:05:30.525000,volle eigendom  volle eigendom,,False,,,ligbad en toilet,4e woonlaag,False,,49825952,Javastraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),,70.0,,False,dakterras aanwezig,,300000.0,67 m²,2016-08-03 00:00:00,,2 weken,,,180.0,,,1902,,dubbel glas,16-7-2016,False,21,volle eigendom,,4,False,€ 70 per maand,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,,67.0,,False,,False,,Amsterdam,True,3,,in centrum,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49825952-javastraat-59-e/,2,10,,1,,1902,,1094_59_49825952,€ 300.000,4 woonlagen,,,,180 m³,,,True,1 badkamer,False,verkocht,,1902,,3-8-2016,,0,,4,e,,plat dak,1094,e,False
,3.0,2 kamers (1 slaapkamer),0.05,1034 TJ,,appartement,,Verkocht: Midscheeps 74 1034 TJ Amsterdam [funda],2052-07-01 00:00:00,,1977,mechanische ventilatie en tv kabel,2016-07-29 00:00:00,74,benedenwoning (appartement),2016-09-12 12:05:30.566000,eigendom belast met erfpacht (afgekocht tot 1-7-2052 tot einddatum erfpacht met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  01-07-2052),gelegen op het westen bereikbaar via achterom,True,,,douche en toilet,begane grond,False,3 m²,49847668,Midscheeps,,,,,,bestaande bouw,False,,benedenwoning (appartement),box,,openbaar parkeren,False,,,159000.0,64 m²,2016-08-10 00:00:00,,13 dagen,,3.0,202.0,,3 m²,1977,,dubbel glas,29-7-2016,True,21,erfpacht,,0,False,,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,64.0,W,False,,False,,Amsterdam,False,2,,"aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49847668-midscheeps-74/,1,10,,1,,1977,,1034_74_49847668,€ 159.000,5 woonlagen,,,,202 m³,,afgekocht tot 01-07-2052,True,1 badkamer,False,verkocht,,1977,,10-8-2016,,0,"m² (0,05m diep en 0,08m breed)",5,"c 1,48",0.08,plat dak bedekt met bitumineuze dakbedekking,1034,c,False
,15.0,6 kamers (4 slaapkamers),,1027 AH,"eengezinswoning, halfvrijstaande woning",huis,,Verkocht: Broekergouw bnr (Bouwnr. 11) 1027 AH Amsterdam [funda],,,2016,,2016-05-14 00:00:00,11,"eengezinswoning, halfvrijstaande woning",2016-09-12 12:05:30.631000,,,False,,,,,False,15 m²,49734398,Broekergouw,,,,,,nieuwbouw,False,,,,,,False,,,679800.0,200 m²,2016-08-10 00:00:00,,2½ maand,,,554.0,,,2016,,volledig geïsoleerd,14-5-2016,True,21,,,,True,,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,200.0,,False,,False,,Amsterdam,False,6,,aan water en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/huis-49734398-broekergouw-bnr-bouwnr-11/,4,10,,,parkeerplaats,2016,,1027_11_49734398,€ 679.800,2 woonlagen en een zolder,,,,554 m³,,,True,,False,verkocht,,2016,,10-8-2016,,,,2,a,,zadeldak,1027,a,False
,5.0,5 kamers (4 slaapkamers),,1082 MK,,appartement,,Verkocht: Gustav Mahlerlaan 989 1082 MK Amsterdam [funda],,,2015,rookkanaal,2016-07-09 00:00:00,989,portiekflat (appartement),2016-09-12 12:05:30.656000,,,False,,,,19e woonlaag,True,5 m²,49819664,Gustav,,giw waarborgcertificaat,,,,nieuwbouw,False,,portiekflat (appartement),box,,parkeergarage,False,,,1430000.0,214 m²,2016-08-24 00:00:00,,6 weken,,4.0,548.0,,4 m²,2015,,volledig geïsoleerd,9-7-2016,False,21,,,19,False,,34.0,,False,False,,True,centrale voorziening,stadsverwarming,False,zonneterras,214.0,,False,,False,,Amsterdam,False,5,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49819664-gustav-mahlerlaan-989/,4,10,,,parkeerplaats,2015,,1082_989_49819664,€ 1.430.000,1 woonlaag,,,,548 m³,34 m²,,True,,False,verkocht,,2015,,24-8-2016,,,,1,,,plat dak,1082,,False
,,2 kamers (1 slaapkamer),7.5,1094 AX,,appartement,,Verkocht: Djambistraat 33 hs 1094 AX Amsterdam [funda],2056-09-30 00:00:00,,1910,,2016-07-02 00:00:00,33,benedenwoning (appartement),2016-09-12 12:05:30.672000,eigendom belast met erfpacht (afgekocht tot 30-9-2056 tot einddatum erfpacht met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  30-09-2056),gelegen op het oosten,False,,,douche en toilet,begane grond,False,,49809123,Djambistraat,,,,,,bestaande bouw,False,,benedenwoning (appartement),inpandig,60.0,betaald parkeren,False,,,230000.0,50 m²,2016-07-20 00:00:00,,2 weken,,7.0,203.0,,7 m²,1910,,,2-7-2016,True,23,erfpacht,,0,False,€ 60 per maand,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,50.0,O,False,,False,,Amsterdam,False,2,41.0,"aan rustige weg, in centrum en in woonwijk",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49809123-djambistraat-33-hs/,1,10,,1,,1910,,1094_33_49809123,€ 230.000,5 woonlagen,,,,203 m³,,afgekocht tot 30-09-2056,True,1 badkamer,False,verkocht,,1910,,20-7-2016,,0,"41 m² (7,5m diep en 5,5m breed)",5,,5.5,,1094,,False
